0,https://yahoo.com,99
1,https://www.yahoo.com/,106
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,105
0,https://yahoo.com,110
1,https://www.yahoo.com/,105
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,105
0,https://yahoo.com,110
1,https://www.yahoo.com/,108
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,108
0,https://yahoo.com,108
1,https://www.yahoo.com/,110
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,107
0,https://yahoo.com,107
1,https://www.yahoo.com/,109
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,106
0,https://yahoo.com,107
1,https://www.yahoo.com/,110
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,108
0,https://yahoo.com,106
1,https://www.yahoo.com/,107
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,108
0,https://yahoo.com,110
1,https://www.yahoo.com/,108
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,107
0,https://yahoo.com,107
1,https://www.yahoo.com/,107
2,https://login.yahoo.com/config/login?.src=fpctx&.intl=us&.lang=en-US&.done=https%3A%2F%2Fwww.yahoo.com,5
3,https://mail.yahoo.com/,5
4,https://www.yahoo.com/#mega-bottombar-mail,107
